Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
2M1406-2,1049,6,6,U/Pb,Igneous Crystallization,Undeformed (post-kinematic) granite dyke,Zircon,SHRIMP,Direct,Grenville Province,ON,45.01071,-79.2976,"Hwy 11, S of Bracebridge.",Muskoka domain - unnamed,Plutonic,Undeformed (post-kinematic) granite dyke,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2M02061-5,1050,14,14,U/Pb,Metamorphic,Discordant leucosome in SE-directed extensional structure (boudin neck),Zircon,SHRIMP,Estimate,Grenville Province,ON,45.15495,-78.85567,"Hwy 11, N of Bracebridge.",Muskoka domain - Muskoka,Metamorphic,Discordant leucosome in SE-directed extensional structure (boudin neck),"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2M02061-9,1067,9,9,U/Pb,Igneous Crystallization,Concordant granitic leucosome,Zircon,SHRIMP,Direct,Grenville Province,ON,45.15495,-78.85567,"Hwy 11, N of Bracebridge",Muskoka domain - Muskoka,Metamorphic,Concordant granitic leucosome,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S0507,1069,10,10,U/Pb,Metamorphic,Weakly deformed granite body,Zircon,SHRIMP,Estimate,Grenville Province,ON,45.3195,-80.27401,Shawanaga domainN of Killbear Marina,Shawanaga domain - granite-pegmatite complex,Plutonic,Weakly deformed granite body,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S0207-2,1074,7,7,U/Pb,Metamorphic,Pegmatitic diatexite,Zircon,SHRIMP,Direct,Grenville Province,ON,45.36204,-80.24027,Reid Island,Shawanaga domain - unknown,Plutonic,Pegmatitic diatexite,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S0207-2,1089,4,4,U/Pb,Igneous Crystallization,Pegmatitic diatexite,Zircon,SHRIMP,Estimate,Grenville Province,ON,45.36204,-80.24027,Reid Island,Shawanaga domain - unknown,Plutonic,Pegmatitic diatexite,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S0507,1091,6,6,U/Pb,Igneous Crystallization,Weakly deformed granite body,Zircon,SHRIMP,Direct,Grenville Province,ON,45.3195,-80.27401,Shawanaga domainN of Killbear Marina,Shawanaga domain - granite-pegmatite complex,Plutonic,Weakly deformed granite body,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S0507,1347,36,36,U/Pb,Inheritance,Weakly deformed granite body,Zircon,SHRIMP,Minimum Estimate,Grenville Province,ON,45.3195,-80.27401,Shawanaga domainN of Killbear Marina,Shawanaga domain - granite-pegmatite complex,Plutonic,Weakly deformed granite body,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S2006-3,1448,10,10,U/Pb,Protolith age,hornblende-rich leucosome in metatexite,Zircon,SHRIMP,Direct,Grenville Province,ON,45.35164,-80.26109,Pleasant Island,Shawanaga domain - unknown,Plutonic,hornblende-rich leucosome in metatexite,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2M02061-5,1451,13,13,U/Pb,Protolith age,Discordant leucosome in SE-directed extensional structure (boudin neck),Zircon,SHRIMP,Direct,Grenville Province,ON,45.15495,-78.85567,"Hwy 11, N of Bracebridge.",Muskoka domain - Muskoka,Metamorphic,Discordant leucosome in SE-directed extensional structure (boudin neck),"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
M100723-1,1472,40,40,U/Pb,Protolith age,A-type granitic gneiss,Zircon,SHRIMP,Direct,Grenville Province,ON,44.99729,-79.07597,"Muskoka domainHwy 118, S of Wood Lake",Muskoka domain - Granitic gneiss,Metamorphic,A-type granitic gneiss,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
GB119C,899.03,9.44,9.44,U-Pb weighted mean (53 of 55),"899","(using heuristic outlier detection; two 2-sigma outliers rejected)",Rutile,LA-ICP-MS,weighted mean,Shawanaga Domain of Central Gneiss Belt,Ontario,45.35,-80.35,Central Gneiss Belt,mafic granulites,Metamorphic,"strongly foliated mafic pod, variably retrogressed contacts with surrounding migmatitic granitic orthogneiss","Smye, A. J., Marsh, J. H., Vermeesch, P., Garber, J. M., & Stockli, D. F. (2018). Applications and limitations of U-Pb thermochronology to middle and lower crustal thermal histories. Chemical Geology, 494, 1-18."
GB132A,927.98,14.48,14.48,U-Pb weighted mean (23 of 24),"928","(using heuristic outlier detection; one 2-sigma outlier rejected)",Rutile,LA-ICP-MS,weighted mean,Shawanaga Domain of Central Gneiss Belt,Ontario,45.91,-80.01,Central Gneiss Belt,mafic granulites,Metamorphic,"strongly foliated mafic pod, variably retrogressed contacts with surrounding migmatitic granitic orthogneiss","Smye, A. J., Marsh, J. H., Vermeesch, P., Garber, J. M., & Stockli, D. F. (2018). Applications and limitations of U-Pb thermochronology to middle and lower crustal thermal histories. Chemical Geology, 494, 1-18."
HT-95-50d-G2,1044,3,3,U/Pb,Cooling,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses",Titanite,TIMS,Direct,Grenville Province,ON,45.19197,-78.85999,"roadcut along Hwy 35, S of Raven Lake",Muskoka Domain - cuts migmatitic orthogneiss,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-50d-G2,1052,12,12,U/Pb,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses",Zircon,TIMS,Direct,Grenville Province,ON,45.19197,-78.85999,"roadcut along Hwy 35, S of Raven Lake",Muskoka Domain - cuts migmatitic orthogneiss,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-132b-G2,1052,52,55,U/Pb,Metamorphic,"nonmigmatitic granulite, associated with amph-facies migmatitic orthogneisses. 2 pyroxene patchy granulite",Zircon,TIMS,Estimate,Grenville Province,ON,45.03394,-78.97584,roadcut along Hwy 118 West,Muskoka Domain - Type 2 Granulite,Metamorphic,"nonmigmatitic granulite, associated with amph-facies migmatitic orthogneisses. 2 pyroxene patchy granulite","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-50d-G2,1063,13,13,U/Pb,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses",Zircon,TIMS,Direct,Grenville Province,ON,45.19197,-78.85999,"roadcut along Hwy 35, S of Raven Lake",Muskoka Domain - cuts migmatitic orthogneiss,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-50d-G2,1176,7,7,U/Pb,Inheritance,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses",Zircon,TIMS,Estimate,Grenville Province,ON,45.19197,-78.85999,"roadcut along Hwy 35, S of Raven Lake",Muskoka Domain - cuts migmatitic orthogneiss,Metamorphic,"leucocratic granulite vein, cuts amph-facies migmatitic orthogneisses","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-132b-G2,1456,16,12,U/Pb,Protolith age,"nonmigmatitic granulite, associated with amph-facies migmatitic orthogneisses. 2 pyroxene patchy granulite",Zircon,TIMS,Estimate,Grenville Province,ON,45.03394,-78.97584,roadcut along Hwy 118 West,Muskoka Domain - Type 2 Granulite,Metamorphic,"nonmigmatitic granulite, associated with amph-facies migmatitic orthogneisses. 2 pyroxene patchy granulite","Timmerman, H., Jamieson, R.A., Parrish, R.R. and Culshaw, N.G., 2002. Coeval migmatites and granulites, Muskoka domain, southwestern Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 39, p. 239-25"
HT-95-194-G1,1064,18,19,U/Pb,Metamorphic,"protolith of migmatitic orthogneisses plag-qtz-kf-hbl-bio-tit-all-zir. Age also uses data from HT-95-194G1, same outcrop: folication-parallel hornblende- and biotite-gearing leucosome",Zircon,TIMS,Direct,Grenville Province,ON,45.14187,-79.12313,"Roadcut along Hw 117, SW of Baysville. Age derives from 2 samples, but they were both from same outcrop.",Central Metasedimentary Belt - Muskoka Domain,Metamorphic,"protolith of migmatitic orthogneisses plag-qtz-kf-hbl-bio-tit-all-zir. Age also uses data from HT-95-194G1, same outcrop: folication-parallel hornblende- and biotite-gearing leucosome","Timmermann, H., Parrish, R.R., Jamieson, R.A. and Culshaw, N.G., 1997. Time of metamorphism beneath the Central Metasedimentary Belt boundary thrust zone, Grenville orogen, Ontario: Accretion at 1080 Ma?; Canadian Journal of Earth Sciences, v. 34, p. 1023-102"
HT-95-77-G,1079,3,3,U/Pb,Metamorphic,Gt-Amphibolite inclusion in migmatitic orthogneisses,Zircon,TIMS,Direct,Grenville Province,ON,45.17425,-79.0947,"Roadcut along Hwy 117, NE of Baysville",Central Metasedimentary Belt - Muskoka Domain,Metamorphic,Gt-Amphibolite inclusion in migmatitic orthogneisses,"Timmermann, H., Parrish, R.R., Jamieson, R.A. and Culshaw, N.G., 1997. Time of metamorphism beneath the Central Metasedimentary Belt boundary thrust zone, Grenville orogen, Ontario: Accretion at 1080 Ma?; Canadian Journal of Earth Sciences, v. 34, p. 1023-102"
HT-95-194-G1,1457,7,6,U/Pb,Protolith age,"protolith of migmatitic orthogneisses plag-qtz-kf-hbl-bio-tit-all-zir. Age also uses data from HT-95-194G1, same outcrop: folication-parallel hornblende- and biotite-gearing leucosome",Zircon,TIMS,Direct,Grenville Province,ON,45.14187,-79.12313,"Roadcut along Hw 117, SW of Baysville. Age derives from 2 samples, but they were both from same outcrop.",Central Metasedimentary Belt - Muskoka Domain,Metamorphic,"protolith of migmatitic orthogneisses plag-qtz-kf-hbl-bio-tit-all-zir. Age also uses data from HT-95-194G1, same outcrop: folication-parallel hornblende- and biotite-gearing leucosome","Timmermann, H., Parrish, R.R., Jamieson, R.A. and Culshaw, N.G., 1997. Time of metamorphism beneath the Central Metasedimentary Belt boundary thrust zone, Grenville orogen, Ontario: Accretion at 1080 Ma?; Canadian Journal of Earth Sciences, v. 34, p. 1023-102"
91-16,1058,2,2,U/Pb,Metamorphic,calc-silicate gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.41292,-80.09248,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound domain,Metamorphic,calc-silicate gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
SH88-7b,1060,2,2,U/Pb,Pb Loss,metapelitic gneiss,Monazite,TIMS,Estimate,Grenville Province,ON,45.52273,-80.35706,No topographic description.,High pressure terranes - Britt domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
91-18,1078,4,4,U/Pb,Metamorphic,quartz-titanite vein,Titanite,TIMS,Direct,Grenville Province,ON,45.35413,-80.05767,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound Shear Zone,Metamorphic,quartz-titanite vein,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
PS88-1,1123,3,3,U/Pb,Metamorphic,"metapelite, sheared to at least amphibolite facies conditions",Garnet,TIMS,Estimate,Grenville Province,ON,45.35413,-80.05767,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound Shear Zone,Metamorphic,"metapelite, sheared to at least amphibolite facies conditions","Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
91-19,1157,1,1,U/Pb,Metamorphic,metapelitic gneiss,Monazite,TIMS,Direct,Grenville Province,ON,45.48016,-79.95577,No topographic description.,Mesoproterozoic Composite Arc allochthon - Parry Sound domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
SH88-7b,1396,6,6,U/Pb,Metamorphic,metapelitic gneiss,Garnet,TIMS,Estimate,Grenville Province,ON,45.52273,-80.35706,No topographic description.,High pressure terranes - Britt domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
Sh88-58,1435,2,2,U/Pb,Metamorphic,metapelitic gneiss,Allanite,TIMS,Estimate,Grenville Province,ON,45.52273,-80.35706,No topographic description.,High pressure terranes - Britt domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
Sh88-58,1450,1,1,U/Pb,Metamorphic,metapelitic gneiss,Allanite,TIMS,Direct,Grenville Province,ON,45.52273,-80.35706,No topographic description.,High pressure terranes - Britt domain,Metamorphic,metapelitic gneiss,"Tuccillo, M.E., Mezger, K., Essene, E.J. and van der Pluijm, B.A., 1992. Thermobarometry, geochronology and the interpretation of P-T-t data in the Britt domain, Ontario Grenville Orogen, Canada; Journal of Petrology, v. 33, p. 1225-125"
